words,sentence #,tag
39600,945,O
MTS,945,O
LLDPE,945,O
118WJ,945,O
AT,945,O
USD,945,O
89600,945,O
PER,945,O
MT,945,O
AS,945,O
PER,945,O
BENEFICIARY'S,945,O
PROFORMA,945,O
INVOICE,945,O
N6,945,O
NA/191217/JAN-20,945,O
DATED,945,O
0026,945,O
EXW,946,O
QTY,946,O
96,946,O
UNITS,946,O
CONCENTRATE,946,O
7UPAS,946,O
PER,946,O
BENEFICIARY'S,946,O
SALES,946,O
QUOTATION,946,O
NO,946,O
790005454,946,O
DATED,946,O
0O0O20,946,O
CFR,947,O
KARACHI,947,O
SEAPORTPAKISTAN,947,O
1,947,O
QTY,947,O
99,947,O
1TONS,947,O
PP,947,O
EXXONMOBIL,947,O
5032E5,947,O
POLYPROPLENE,947,O
RAFFIA,947,O
INDUSTRIAL,947,O
RAW,947,O
MATERIAL,947,O
AT,947,O
USD,947,O
97100,947,O
PER,947,O
1TONAS,947,O
PER,947,O
BENEFICIARY'S,947,O
PROFORMA,947,O
INVOICE,947,O
N1,947,O
SPK33899,947,O
DATED,947,O
002021,947,O
CFR,948,O
KARACHI,948,O
AIRPORTPAKISTAN,948,O
2,948,O
LTR,948,O
VACSAX,948,O
BACTICLEAR,948,O
STANDARD,948,O
LINER,948,O
BOXAS,948,O
PER,948,O
BENEFICIARY'S,948,O
ORDER,948,O
SHEET,948,O
NO,948,O
113178,948,O
DATED,948,O
1O1O19,948,O
EXW,949,O
QTY,949,O
96,949,O
UNITS,949,O
CONCENTRATE,949,O
STING,949,O
REDAS,949,O
PER,949,O
BENEFICIARY'S,949,O
SALES,949,O
QUOTATION,949,O
NO,949,O
790005455,949,O
DATED,949,O
0O0O20,949,O
EXW,950,O
QTY,950,O
96,950,O
UNITS,950,O
CONCENTRATE,950,O
STING,950,O
REDAS,950,O
PER,950,O
BENEFICIARY'S,950,O
SALES,950,O
QUOTATION,950,O
NO,950,O
790005455,950,O
DATED,950,O
0O0O20,950,O
CFR,951,O
KARACHI,951,O
SEAPORT,951,O
/,951,O
PORT,951,O
QASIMPAKISTAN,951,O
QTY,951,O
48600,951,O
6TONS,951,O
HDPE,951,O
F00952,951,O
AND/OR,951,O
HDPE,951,O
FJ00952,951,O
AT,951,O
USD,951,O
83600,951,O
PER,951,O
6TON,951,O
AS,951,O
PER,951,O
BENEFICIARY'S,951,O
PROFORMA,951,O
INVOICE,951,O
N6,951,O
NA/191186/JAN-20,951,O
DATED,951,O
3116,951,O
FOB,952,O
SHANGHAICHINA,952,O
SUB,952,O
ASSEMBLY,952,O
FOR,952,O
MANUFACTURING,952,O
OF,952,O
PART,952,O
ASSEMBLY,952,O
OF,952,O
HONDA,952,O
ASSEMBLY,952,O
OF,952,O
HONDA,952,O
MOTORCYCLES,952,O
CD70,952,O
AND,952,O
CG125AS,952,O
PER,952,O
APPLICANT'S,952,O
PURCHASE,952,O
ORDER,952,O
NO,952,O
AHL/CKD/004/GYC/20120,952,O
DATED,952,O
3O1O2019,952,O
AND,952,O
BENEFICIARY'S,952,O
PROFORMA,952,O
INVOICE,952,O
NO,952,O
GYATLPI19111201,952,O
DATED,952,O
1O1O2019,952,O
CFR,953,O
PORT,953,O
QASIMPAKISTAN,953,O
QTY,953,O
32500,953,O
M/TONS,953,O
STANDARD,953,O
NEWSPRINT,953,O
PAPER,953,O
(PRIME),953,O
42GRS/M2,953,O
AT,953,O
USD,953,O
41500,953,O
PER,953,O
M/TONAS,953,O
PER,953,O
SALES,953,O
ORDER,953,O
P/I,953,O
N5,953,O
APEX,953,O
6419,953,O
DATED,953,O
05152019,953,O
EXW,954,O
QTY,954,O
96,954,O
UNITS,954,O
CONCENTRATE,954,O
MOUNTAIN,954,O
DEWAS,954,O
PER,954,O
BENEFICIARY'S,954,O
SALES,954,O
QUOTATION,954,O
NO,954,O
790005454,954,O
DATED,954,O
0O0O20,954,O
CFR,955,O
KARACHI,955,O
SEAPORT,955,O
PAKISTAN,955,O
MACHINERY,955,O
FOR,955,O
DAIRY,955,O
UNIT,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
ROTARY,955,O
VIBRATING,955,O
GRADER/FILTER,955,O
AT,955,O
USD,955,O
180100,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
URSCHEL,955,O
AFFINITY,955,O
INTERGRA,955,O
MOZARELLA,955,O
DICER-STRIP,955,O
CUTTER,955,O
AT,955,O
USD,955,O
760100,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
PLASTIC,955,O
BELT,955,O
CONVEYOR,955,O
AT,955,O
USD,955,O
20100,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
PLASTIC,955,O
SEGMENT,955,O
BELT,955,O
GOOSENECK,955,O
ELEVATOR,955,O
AT,955,O
USD,955,O
75100,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
PLASTIC,955,O
BELT,955,O
INCLINNING,955,O
HYGENIC,955,O
CONVEYOR,955,O
AT,955,O
USD,955,O
40100,955,O
1,955,O
QTY,955,O
2,955,O
SETS,955,O
OF,955,O
STAINLESS,955,O
STEEL,955,O
PLATFORM,955,O
AT,955,O
USD,955,O
35100,955,O
PER,955,O
SET,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
STAINLESS,955,O
STEEL,955,O
PLATFORM,955,O
AT,955,O
US1,955,O
95100,955,O
1,955,O
QTY,955,O
1,955,O
SET,955,O
OF,955,O
PLASTIC,955,O
BELT,955,O
INCLINNING,955,O
HYGENIC,955,O
CONVEYOR,955,O
AT,955,O
USD,955,O
110100,955,O
1,955,O
QTY,955,O
2,955,O
SETS,955,O
OF,955,O
ELECTRIC,955,O
CONTROL,955,O
BOX,955,O
AND,955,O
CABLING,955,O
AT,955,O
US1,955,O
10100,955,O
PER,955,O
SET,955,O
PLUS,955,O
FREIGHT,955,O
COST,955,O
USD,955,O
200,955,O
AS,955,O
PER,955,O
BENEFICIARY'S,955,O
PROFORMA,955,O
INVOICE,955,O
N1,955,O
2100,955,O
DATED,955,O
012019,955,O
COMPLETE,955,O
DETAIL,955,O
AND,955,O
SPECIFICATIONS,955,O
AS,955,O
PER,955,O
BENEFICIARY'S,955,O
PROFORMA,955,O
INVOICE,955,O
N1,955,O
2100,955,O
DATED,955,O
012019,955,O
EXW,956,O
QTY,956,O
96,956,O
UNITS,956,O
CONCENTRATE,956,O
STING,956,O
REDAS,956,O
PER,956,O
BENEFICIARY'S,956,O
SALES,956,O
QUOTATION,956,O
NO,956,O
790005455,956,O
DATED,956,O
0O0O20,956,O
EXW,957,O
QTY,957,O
96,957,O
UNITS,957,O
CONCENTRATE,957,O
MOUNTAIN,957,O
DEWAS,957,O
PER,957,O
BENEFICIARY'S,957,O
SALES,957,O
QUOTATION,957,O
NO,957,O
790005454,957,O
DATED,957,O
0O0O20,957,O
EXW,958,O
QTY,958,O
96,958,O
UNITS,958,O
CONCENTRATE,958,O
STING,958,O
REDAS,958,O
PER,958,O
BENEFICIARY'S,958,O
SALES,958,O
QUOTATION,958,O
NO,958,O
790005455,958,O
DATED,958,O
0O0O20,958,O
CPT,959,O
LAHORE,959,O
AIRPORTPAKISTAN,959,O
TOTAL,959,O
QTY,959,O
5,959,O
PCS,959,O
OF,959,O
SPARE,959,O
PARTS,959,O
INCLUDING,959,O
TRIODECAPACITORTRANSFORMER,959,O
AS,959,O
PER,959,O
BENEFICIARY'S,959,O
PROFORMA,959,O
INVOICE,959,O
NO,959,O
A,959,O
1901714,959,O
DATED,959,O
09/12/19,959,O
CFR,960,O
KARACHI,960,O
PORTPAKISTAN,960,O
QTY,960,O
8000,960,O
MT,960,O
PHENOL,960,O
AT,960,O
USD,960,O
112000,960,O
PER,960,O
MTAS,960,O
PER,960,O
BENEFICIARY'S,960,O
PROFORMA,960,O
INVOICE,960,O
N0,960,O
PI20200101,960,O
DATED,960,O
00002020,960,O
CFR,961,O
KARACHI,961,O
SEAPORTPAKISTAN,961,O
QTY,961,O
514250,961,O
MTS,961,O
LLDPE,961,O
AT,961,O
USD,961,O
75400,961,O
PER,961,O
MTAS,961,O
PER,961,O
BENEFICIARY'S,961,O
PROFORMA,961,O
INVOICE,961,O
N4,961,O
SOE/20,961,O
9003,961,O
DATED,961,O
002024,961,O
CFR,962,O
/,962,O
CPT,962,O
ANY,962,O
KARACHI,962,O
SEAPORT,962,O
/,962,O
AIRPORT,962,O
/,962,O
BIN,962,O
QASIM,962,O
PORT,962,O
ENGINE,962,O
ASSY,962,O
IN,962,O
CKD,962,O
FOR,962,O
ASSEMBLY/MANUFACTURING,962,O
OF,962,O
TOYOTA,962,O
COROLLA,962,O
VEHICLES,962,O
AND,962,O
IOR,962,O
PARTS,962,O
AS,962,O
PER,962,O
BENEFICIARY'S,962,O
PROFORMA,962,O
INVOICE,962,O
NO,962,O
SC20191200068,962,O
DATED,962,O
212019,962,O
CFR,963,O
KARACHI,963,O
SEAPORTPAKISTAN,963,O
TOTAL,963,O
QTY,963,O
519,963,O
MT,963,O
PRIME,963,O
HOT,963,O
ROLLED,963,O
ALLOY,963,O
STEEL,963,O
SHEETS,963,O
IN,963,O
COILS,963,O
AT,963,O
USD,963,O
5107,963,O
PER,963,O
MT,963,O
AS,963,O
PER,963,O
CONTRACT,963,O
N0,963,O
19B11027,963,O
DATED,963,O
212019,963,O
CPT,964,O
LAHORE,964,O
AIRPORTPAKISTAN,964,O
(PHARMACEUTICAL,964,O
ALLOPATHIC,964,O
RAW,964,O
MATERIAL),964,O
QTY,964,O
500,964,O
KG,964,O
DORZOLAMIDE,964,O
HCL,964,O
USP,964,O
AT,964,O
USD,964,O
240500,964,O
AS,964,O
PER,964,O
INDENT,964,O
N5,964,O
SC/253/1219,964,O
DATED,964,O
112019,964,O
OF,964,O
M/5,964,O
SYNAPSE,964,O
CHEMICALS,964,O
(PRIVATE),964,O
LIMITED,964,O
LAHORE,964,O
AKISTAN,964,O
CPT,965,O
LAHORE,965,O
AIRPORTPAKISTAN,965,O
(PHARMACEUTICAL,965,O
ALLOPATHIC,965,O
RAW,965,O
MATERIAL),965,O
QTY,965,O
300,965,O
KGS,965,O
TIMILOL,965,O
MALEATE,965,O
EP,965,O
AT,965,O
USD,965,O
118300,965,O
PER,965,O
K3,965,O
AS,965,O
PER,965,O
INDENT,965,O
N3,965,O
66466/2019,965,O
DATED,965,O
012019,965,O
OF,965,O
M/SNEON,965,O
CHEMICALS,965,O
LAHOREPAKISTAN,965,O
CPT,966,O
LAHORE,966,O
AIRPORTPAKISTAN,966,O
(PHARMACEUTICAL,966,O
ALLOPATHIC,966,O
RAW,966,O
MATERIAL),966,O
QTY,966,O
1000,966,O
KGS,966,O
MOXIFLOXACIN,966,O
HCL,966,O
USP,966,O
AT,966,O
USD,966,O
27000,966,O
PER,966,O
K0,966,O
AS,966,O
PER,966,O
INDENT,966,O
N0,966,O
66455/2019,966,O
DATED,966,O
012019,966,O
OF,966,O
M/SNEON,966,O
CHEMICALS,966,O
LAHORE,966,O
AKISTAN,966,O
CFR,967,O
ANY,967,O
KARACHI,967,O
PORT,967,O
QTY,967,O
5800,967,O
PCS,967,O
HARD,967,O
BOARD,967,O
SIZE,967,O
25,967,O
MM,967,O
X,967,O
20',967,O
X,967,O
20',967,O
AT,967,O
USD,967,O
205,967,O
PER,967,O
PCAS,967,O
PER,967,O
BENEFICIARY'S,967,O
PROFORMA,967,O
INVOICE,967,O
N2,967,O
126/19,967,O
DATED,967,O
22122019,967,O
CPT,968,O
KARACHI,968,O
AIRPORT,968,O
HPLC'S,968,O
AND,968,O
CDS,968,O
SYSTEMAS,968,O
PER,968,O
BENEFICIARY'S,968,O
PROFORMA,968,O
INVOICE,968,O
NO,968,O
22198350,968,O
DATED,968,O
112019,968,O
CFR,969,O
KARACHIPAKISTAN,969,O
QTY,969,O
14,969,O
TONS,969,O
PVC,969,O
PASTE,969,O
RESIN,969,O
PF682,969,O
PAPER,969,O
BAG-P,969,O
PRIME,969,O
GRADE,969,O
STRETCH,969,O
WRAP,969,O
875,969,O
KGS,969,O
AT,969,O
THE,969,O
RATE,969,O
OF,969,O
USD,969,O
109000,969,O
PER,969,O
TONSAS,969,O
PER,969,O
BENEFICIARY'S,969,O
PROFORMA,969,O
INVOICE,969,O
N0,969,O
1511039833,969,O
DATED,969,O
001019,969,O
CFR,970,O
PORT,970,O
QASIMPAKISTAN,970,O
QTY,970,O
500,970,O
MTONS,970,O
OF,970,O
RBD,970,O
PALM,970,O
OLEIN,970,O
IN,970,O
BULK,970,O
AT,970,O
USD,970,O
70M00,970,O
PER,970,O
MTON,970,O
AS,970,O
PER,970,O
BENEFICIARY'S,970,O
SALES,970,O
CONTRACT,970,O
NM,970,O
S/SDL/1912/RPOL1865,970,O
DATED,970,O
012019SPECIFICATIONS,970,O
FFA,970,O
(AS,970,O
PALMITIC),970,O
M1,970,O
PCT,970,O
MAXM,970,O
AND,970,O
I,970,O
M1,970,O
PCT,970,O
MAXIV,970,O
(WIJS),970,O
56,970,O
MINMP,970,O
(AOCS,970,O
CC2,970,O
24,970,O
DEG,970,O
C,970,O
MAXCOLOUR,970,O
(5/14,970,O
INCH,970,O
LOVIBOND),970,O
M0,970,O
RED,970,O
MAX,970,O
CFR,971,O
KEAMARI,971,O
KARACHI,971,O
PORT/PORT,971,O
QASIMPAKISTAN,971,O
QTY,971,O
22275,971,O
MTS,971,O
LLDPE,971,O
118WJ,971,O
AT,971,O
USD,971,O
89200,971,O
PER,971,O
M2,971,O
AS,971,O
PER,971,O
BENEFICIARY,971,O
PROFORMA,971,O
INCOIVE,971,O
N2,971,O
NA/191216/JAN-20,971,O
DATED,971,O
002022,971,O
CFR,972,O
KARACHI,972,O
SEAPORT,972,O
QTY,972,O
11513,972,O
BOXES,972,O
MEDICAINE,972,O
INJECTION,972,O
(1,972,O
10000,972,O
18ML,972,O
CTG,972,O
CONTAINS,972,O
LIDOCAINE,972,O
HCL,972,O
36MGEPINEPHRINE,972,O
BITARTRATE,972,O
10324,972,O
MG,972,O
AT,972,O
USD,972,O
177,972,O
PER,972,O
BOX,972,O
QTY,972,O
576,972,O
BOXES,972,O
MEDICAINE,972,O
INJECTION,972,O
(1,972,O
10000,972,O
18ML,972,O
CTG,972,O
CONTAINS,972,O
LIDOCAINE,972,O
HCL,972,O
36MGEPINEPHRINE,972,O
BITARTRATE,972,O
10324,972,O
MG,972,O
FREE,972,O
OF,972,O
CHARGE,972,O
AS,972,O
PER,972,O
BENEFICIARY'S,972,O
PROFORMA,972,O
INVOICE,972,O
N1,972,O
HUONS/OB/PI1235,972,O
DATED,972,O
01012019,972,O
CFR,973,O
KARACHI,973,O
PORT,973,O
AND/OR,973,O
PORT,973,O
QASIM,973,O
QTY,973,O
935,973,O
M/TONS,973,O
MARLEX,973,O
HIGH,973,O
DENSITY,973,O
POLYETHYLENE,973,O
RESIN,973,O
TRB-115,973,O
AT,973,O
USD,973,O
830,973,O
PER,973,O
M/TO3,973,O
AS,973,O
PER,973,O
BENEFICIARY'S,973,O
PROFORMA,973,O
INVOICE,973,O
N3,973,O
CPS/0010/G/2020,973,O
DATED,973,O
030320,973,O
CFR,974,O
KARACHI,974,O
SEAPORT,974,O
PAKISTAN,974,O
QTY,974,O
250000,974,O
KGS,974,O
OF,974,O
L-LYSINE,974,O
HCL,974,O
(FEED,974,O
GRADE),974,O
AT,974,O
THE,974,O
RATE,974,O
USD,974,O
087,974,O
PER,974,O
K0,974,O
COMPLETE,974,O
DETAIL,974,O
AS,974,O
PER,974,O
INDENT,974,O
N0,974,O
IND-0000931,974,O
DATED,974,O
1DEC-2019,974,O
OF,974,O
GHAZI,974,O
BROTHERS,974,O
KARACHI,974,O
PAKISTAN,974,O
CFR,975,O
KEAMARI,975,O
KARACHI,975,O
PORT/,975,O
PORT,975,O
QASIM,975,O
QTY,975,O
2475,975,O
MT,975,O
LLDPE,975,O
118WJ,975,O
AT,975,O
USD,975,O
89400,975,O
PER,975,O
MT,975,O
QTY,975,O
9400,975,O
MT,975,O
LDPE,975,O
HP0823NN,975,O
AT,975,O
USD,975,O
97400,975,O
PER,975,O
MTAS,975,O
PER,975,O
PROFORMA,975,O
INVOICE,975,O
N4,975,O
NA/191197/JAN-20,975,O
DATED,975,O
04042020,975,O
OF,975,O
M/S,975,O
SABIC,975,O
PAKISTAN,975,O
(PRIVATE),975,O
LIMITEDKARACHIPAKISTA4,975,O
CFR,976,O
KARACHI,976,O
SEAPORTPAKISTAN,976,O
QTY,976,O
29700,976,O
MTS,976,O
LLDPE,976,O
118WJ,976,O
AT,976,O
USD,976,O
89700,976,O
PER,976,O
M7,976,O
AS,976,O
PER,976,O
BENEFICIARY,976,O
PROFORMA,976,O
INVOICE,976,O
N7,976,O
NA/191221/JAN-20,976,O
DATED,976,O
002027,976,O
CPT,977,O
KARACHI,977,O
AIRPORTPAKISTAN,977,O
PHARMACEUTICAL,977,O
RAW,977,O
MATERIAL,977,O
QTY,977,O
35000,977,O
KGS,977,O
ITOPRIDE,977,O
HCL,977,O
SR,977,O
PELLETS,977,O
60,977,O
PCT,977,O
AT,977,O
USD,977,O
7000,977,O
PER,977,O
KGAS,977,O
PER,977,O
INDENT,977,O
N0,977,O
TWE/HE0I/020,977,O
DATED,977,O
000020,977,O
OF,977,O
M/0,977,O
TRANS,977,O
WORLD,977,O
ENTERPRISE0KARACHIPAKISTA0,977,O
FOB,978,O
NINGBOCHINA,978,O
QTY,978,O
943,978,O
CTNS,978,O
OF,978,O
HOOK,978,O
AND,978,O
LOOP,978,O
TAPE,978,O
AT,978,O
THE,978,O
RATE,978,O
OF,978,O
USD,978,O
3775821846,978,O
PER,978,O
CTN,978,O
AS,978,O
PER,978,O
BENEFICIARY,978,O
PROFORMA,978,O
INVOICE,978,O
N7,978,O
PZA191101,978,O
DATED,978,O
171719,978,O
CFR,979,O
PORT,979,O
QASIMPAKISTAN,979,O
QTY,979,O
500,979,O
MTONS,979,O
OF,979,O
RBD,979,O
PALM,979,O
OLEIN,979,O
IN,979,O
BULK,979,O
AT,979,O
USD,979,O
70M00,979,O
PER,979,O
MTON,979,O
AS,979,O
PER,979,O
BENEFICIARY'S,979,O
SALES,979,O
CONTRACT,979,O
NM,979,O
S/SDL/1912/RPOL1862,979,O
DATED,979,O
012019SPECIFICATIONS,979,O
FFA,979,O
(AS,979,O
PALMITIC),979,O
M1,979,O
PCT,979,O
MAXM,979,O
AND,979,O
I,979,O
M1,979,O
PCT,979,O
MAXIV,979,O
(WIJS),979,O
56,979,O
MINMP,979,O
(AOCS,979,O
CC2,979,O
24,979,O
DEG,979,O
C,979,O
MAXCOLOUR,979,O
(5/14,979,O
INCH,979,O
LOVIBOND),979,O
M0,979,O
RED,979,O
MAX,979,O
CFR,980,O
KARACHI,980,O
SEAPORT/,980,O
CPT,980,O
KARACHI,980,O
AIRPORT,980,O
SUB-COMPONENTS,980,O
/,980,O
COMPONENTS,980,O
FOR,980,O
HEATER,980,O
BLOWER/COMPONENTS/SUB-ASSY,980,O
FOR,980,O
CAR,980,O
COOLING,980,O
SUB-MODULES/SUB-COMPONENTS/COMPONENTS,980,O
FOR,980,O
STARTER,980,O
ASSEMBLY/COMPONENTS,980,O
FOR,980,O
HEATER,980,O
COREDETAILS,980,O
AS,980,O
PER,980,O
BENEFICIARY'S,980,O
SALES,980,O
CONFIRMATION,980,O
NO,980,O
T19JZ4C,980,O
T19JZX3,980,O
DATED,980,O
1O1O2019,980,O
CFR,981,O
KARACHI,981,O
SEAPORT,981,O
QTY,981,O
1,981,O
NO,981,O
PHARMACEUTICAL,981,O
WATER,981,O
SYS,981,O
WITH,981,O
STANDARD,981,O
ACCESSORIES,981,O
AT,981,O
THE,981,O
RATE,981,O
OF,981,O
CNY,981,O
21000,981,O
PER,981,O
NO,981,O
AS,981,O
PER,981,O
PROFORMA,981,O
INVOICE,981,O
NO,981,O
I-1912251612,981,O
DATED,981,O
2O1O2019,981,O
QUANTITY,982,O
175000,982,O
BARRELS,982,O
OF,982,O
MOGAS,982,O
92,982,O
RON,982,O
AT,982,O
THE,982,O
RATE,982,O
OF,982,O
USD,982,O
7008,982,O
PER,982,O
BARRELCFR,982,O
PORT,982,O
QASIM,982,O
(FOTCO)KARACHIPAKISTANAS,982,O
PER,982,O
BENEFICIARY'S,982,O
PROFORMA,982,O
INVOICE,982,O
N0,982,O
003,982,O
DATED,982,O
30102019,982,O
EXW,983,O
QTY,983,O
4960000,983,O
KGS,983,O
POLYESTER,983,O
CHIPS,983,O
BOTTLE,983,O
GRADE,983,O
(PET,983,O
RESIN),983,O
GATRONOVA,983,O
'A,983,O
84',983,O
AT,983,O
PKR,983,O
15000,983,O
PER,983,O
KG,983,O
PKR,983,O
789100,983,O
(WITHOUT,983,O
SALES,983,O
TAX),983,O
PLUS,983,O
17,983,O
PERCENT,983,O
SALES,983,O
TAX,983,O
PKR,983,O
132804,983,O
MAKING,983,O
TOTAL,983,O
VALUE,983,O
PKR,983,O
921904,983,O
AS,983,O
PER,983,O
BENEFICIARY'S,983,O
SALES,983,O
CONTRACT,983,O
N0,983,O
N1UL-2001880,983,O
DATED,983,O
00002020,983,O
CFR,984,O
KEAMARI,984,O
KARACHI,984,O
SEAPORTPAKISTAN,984,O
''EASTLON'',984,O
BRAND,984,O
POLYESTER,984,O
STAPLE,984,O
FIBER,984,O
QTY,984,O
2400000,984,O
KGS,984,O
OF,984,O
SN-3510CHB,984,O
(15,984,O
X,984,O
32,984,O
X,984,O
SD),984,O
AT,984,O
THE,984,O
RATE,984,O
USD,984,O
0115,984,O
PER,984,O
K0,984,O
QTY,984,O
2400000,984,O
KGS,984,O
OF,984,O
SN-3760CH,984,O
(00,984,O
X,984,O
64,984,O
X,984,O
SD),984,O
AT,984,O
THE,984,O
RATE,984,O
USD,984,O
0095,984,O
PER,984,O
K0,984,O
COMPLETE,984,O
DETAIL,984,O
AS,984,O
PER,984,O
BENEFICIARY'S,984,O
PROFORMA,984,O
INVOICE,984,O
N0,984,O
0010129688,984,O
F1,984,O
DATED,984,O
002020,984,O
CPT,985,O
LAHORE,985,O
AIRPORT,985,O
CELLULAR,985,O
MOBILE,985,O
PHONE,985,O
INCLUDING,985,O
ITS,985,O
BATTERY,985,O
AND,985,O
ONE,985,O
BATTERY,985,O
CHARGER,985,O
QTY,985,O
1500,985,O
PCS,985,O
INFINIX,985,O
HOT,985,O
S5,985,O
X652,985,O
MOBILE,985,O
PHONEAT,985,O
THE,985,O
RATE,985,O
OF,985,O
USD,985,O
9380,985,O
PER,985,O
PC,985,O
QTY,985,O
2000,985,O
PCS,985,O
INFINIX,985,O
S5,985,O
X652A,985,O
MOBILE,985,O
PHONEAT,985,O
THE,985,O
RATE,985,O
OF,985,O
USD,985,O
9370,985,O
PER,985,O
PC,985,O
QTY,985,O
6000,985,O
PCS,985,O
INFINIX,985,O
S5,985,O
LITE,985,O
X652B,985,O
MOBILE,985,O
PHONEAT,985,O
THE,985,O
RATE,985,O
OF,985,O
USD,985,O
9370,985,O
PER,985,O
PC,985,O
AS,985,O
PER,985,O
BENEFICIARY'S,985,O
PROFORMA,985,O
INVOICE,985,O
N3,985,O
XPK-MAP20010302,985,O
DATED,985,O
002020,985,O
CFR,986,O
KARACHI,986,O
PORTPAKISTAN,986,O
POLYURETHANE,986,O
PREPOLYMER,986,O
FOR,986,O
SHOE,986,O
SOLE,986,O
QTY,986,O
8400,986,O
KGS,986,O
JF-1048,986,O
AT,986,O
USD,986,O
158,986,O
PER,986,O
KG,986,O
QTY,986,O
9400,986,O
KGS,986,O
JF-2009,986,O
AT,986,O
USD,986,O
158,986,O
PER,986,O
KG,986,O
QTY,986,O
125,986,O
KGS,986,O
JF-3001,986,O
AT,986,O
USD,986,O
158,986,O
PER,986,O
KGAS,986,O
PER,986,O
BENEFICIARY'S,986,O
PROFORMA,986,O
INVOICE,986,O
N1,986,O
HFAE194001858,986,O
DATED,986,O
012019,986,O
CFR,987,O
PORT,987,O
QASIMPAKISTAN,987,O
QTY,987,O
500,987,O
M/TONS,987,O
RBD,987,O
PALM,987,O
OLEIN,987,O
IN,987,O
BULK,987,O
AT,987,O
THE,987,O
RATE,987,O
OF,987,O
USD,987,O
77N50,987,O
PER,987,O
M/TON,987,O
SPECIFICATIONS,987,O
AS,987,O
PER,987,O
BENEFICIARY'S,987,O
SALES,987,O
CONTRACT,987,O
NN,987,O
S,987,O
32780,987,O
DATED,987,O
2N1N19,987,O
CFR,988,O
PORT,988,O
QASIMPAKISTAN,988,O
QTY,988,O
500,988,O
M/TONS,988,O
RBD,988,O
PALM,988,O
OLIEN,988,O
IN,988,O
BULK,988,O
AT,988,O
THE,988,O
RATE,988,O
OF,988,O
USD,988,O
77N50,988,O
PER,988,O
M/TON,988,O
SPECIFICATIONS,988,O
AS,988,O
PER,988,O
BENEFICIARY'S,988,O
SALES,988,O
CONTRACT,988,O
NN,988,O
S,988,O
32774,988,O
DATED,988,O
2N1N19,988,O
CFR,989,O
PORT,989,O
QASIMPAKISTAN,989,O
QTY,989,O
500,989,O
M/TONS,989,O
RBD,989,O
PALM,989,O
OLIEN,989,O
IN,989,O
BULK,989,O
AT,989,O
THE,989,O
RATE,989,O
OF,989,O
USD,989,O
77N50,989,O
PER,989,O
M/TON,989,O
SPECIFICATIONS,989,O
AS,989,O
PER,989,O
BENEFICIARY'S,989,O
SALES,989,O
CONTRACT,989,O
NN,989,O
S,989,O
32776,989,O
DATED,989,O
2N1N19,989,O
CFR,990,O
KARACHI,990,O
PORTPAKISTAN,990,O
TOTAL,990,O
QTY,990,O
200,990,O
MT,990,O
OF,990,O
ASEPTIC,990,O
LIQUID,990,O
PACKAGING,990,O
BOARD,990,O
ONE,990,O
SIDE,990,O
COATED,990,O
BOARD,990,O
(CLAY,990,O
COATED),990,O
AT,990,O
THE,990,O
RATE,990,O
OF,990,O
USD,990,O
107000,990,O
PER,990,O
MT,990,O
AS,990,O
PER,990,O
BENEFICIARY'S,990,O
SALES,990,O
ORDER,990,O
N0,990,O
3471022416,990,O
DATED,990,O
10102019,990,O
FOB,991,O
ANY,991,O
CHINA,991,O
SEAPORT,991,O
/,991,O
FCA,991,O
ANY,991,O
CHINA,991,O
AIRPORT,991,O
TOTAL,991,O
QTY,991,O
19193,991,O
PAIRS,991,O
AND,991,O
570,991,O
YAD,991,O
OF,991,O
RUBBER,991,O
OUTSOLE,991,O
AND,991,O
AIRMESH,991,O
AS,991,O
PER,991,O
BENEFICIARY'S,991,O
PROFORMA,991,O
INVOICE,991,O
NO,991,O
TR-19122601,991,O
DATED,991,O
2O1O19,991,O
CFR,992,O
KARACHIPAKISTAN,992,O
QTY,992,O
4950,992,O
MT,992,O
DOW,992,O
POLYETHYLENE,992,O
722AT,992,O
THE,992,O
RATE,992,O
OF,992,O
USD,992,O
128900,992,O
PER,992,O
MT,992,O
AS,992,O
PER,992,O
BENEFICIARY'S,992,O
PROFORMA,992,O
INVOICE,992,O
N9,992,O
PSM-HZ20191247,992,O
DATED,992,O
212019,992,O
CFR,993,O
KARACHI,993,O
SEAPORTPAKISTAN,993,O
QTY,993,O
22139,993,O
MTS,993,O
NICKEL,993,O
NOT,993,O
ALLOYED,993,O
929,993,O
PCT,993,O
AT,993,O
USD,993,O
140250,993,O
PER,993,O
MTAS,993,O
PER,993,O
BENEFICIARY'S,993,O
PROFORMA,993,O
INVOICE,993,O
N2,993,O
GYXBANI1900161DEC/2019,993,O
DATED,993,O
002022,993,O
CFR,994,O
KARACHI,994,O
SEAPORT,994,O
QTY,994,O
19800,994,O
M/TON,994,O
POLYPROPYLENE,994,O
RAFFIA,994,O
GRADEAT,994,O
THE,994,O
RATE,994,O
OF,994,O
USD,994,O
